# lemma	PA	IA	PP	IP
آب	آبَ	يَؤُوبُ	إِيبَ	يُؤَابُ
غري	غَرِيَ	يَغْرَى	غُرِيَ	يُغْرَى
غزا	غَزَا	يَغْزُو	غُزِيَ	يُغْزَى
غزل	غَزَّلَ	يُغَزِّلُ	غُزِلَ	يُغْزَلُ
غسق	غَسَقَ	يَغْسِقُ	غُسِقَ	يُغْسَقُ
غسل	غَسَّلَ	يُغَسِّلُ	غُسِّلَ	يُغَسَّلُ
غش	غَشَّ	يَغُشُّ	غُشَّ	يُغَشُّ
غشى	غَشَّى	يُغَشِّي	غُشِّيَ	يُغَشَّى
غشي	غَشِيَ	يَغْشَى	غُشِيَ	يُغْشَى
غص	غَصَّ	يَغُصُّ	غُصَّ	يُغَصُّ
غصب	غَصَبَ	يَغْصِبُ	غُصِبَ	يُغْصَبُ
غض	غَضَّ	يَغَضُّ	غُضَّ	يُغَضُّ
غضا	غَضَا	يَغْضُو	-	-
غضب	غَضِبَ	يَغْضَبُ	غُضِبَ	يُغْضَبُ
غط	غَطَّ	يَغُطُّ	-	-
غطا	غَطَا	يَغْطُو	غُطِيَ	يُغْطَى
غطرس	غَطْرَسَ	يُغَطْرِسُ	غُطْرِسَ	يُغَطْرَسُ
غطس	غَطَّسَ	يُغَطِّسُ	غُطِّسَ	يُغَطَّسُ
غطى	غَطَّى	يُغَطِّي	غُطِّيَ	يُغَطَّى
غفا	غَفَا	يَغْفُو	غُفِيَ	يُغْفَى
غفر	غَفَّرَ	يُغَفِّرُ	غُفِّرَ	يُغَفَّرُ
غفل	غَفَّلَ	يُغَفِّلُ	غُفِّلَ	يُغَفَّلُ
غل	غَلَّ	يَغِلُّ	غُلَّ	يُغَلُّ
غلا	غَلَا	يَغْلُو	غُلِيَ	يُغْلَى
غلب	غَلِبَ	يَغْلَبُ	غُلِّبَ	يُغَلَّبُ
غلس	غَلَّسَ	يُغَلِّسُ	غُلِّسَ	يُغَلَّسُ
غلط	غَلِطَ	يَغْلَطُ	غُلِطَ	يُغْلَطُ
غلف	غَلَّفَ	يُغَلِّفُ	غُلِّفَ	يُغَلَّفُ
غلق	غَلَّقَ	يُغَلِّقُ	غُلِّقَ	يُغَلَّقُ
غلم	غَلِمَ	يَغْلَمُ	-	-
غلى	غَلَى	يَغْلِي	غُلِيَ	يُغْلَى
غم	غَمَّ	يَغُمُّ	غُمَّ	يُغَمُّ
غمد	غَمَدَ	يَغْمِدُ	غُمِدَ	يُغْمَدُ
غمر	غَمُرَ	يَغْمُرُ	غُمِرَ	يُغْمَرُ
غمز	غَمَزَ	يَغْمِزُ	غُمِزَ	يُغْمَزُ
غمس	غَمَسَ	يَغْمِسُ	غُمِسَ	يُغْمَسُ
غمش	غَمِشَ	يَغْمَشُ	-	-
غمض	غَمَّضَ	يُغَمِّضُ	غُمِّضَ	يُغَمَّضُ
غمغم	غَمْغَمَ	يُغَمْغِمُ	غُمْغِمَ	يُغَمْغَمُ
غمم	غَمَّمَ	يُغَمِّمُ	غُمِّمَ	يُغَمَّمُ
غمى	غَمَّى	يُغَمِّي	غُمِّيَ	يُغَمَّى
غن	غَنَّ	يَغَنُّ	-	-
غنج	غَنَّجَ	يُغَنِّجُ	غُنِّجَ	يُغَنَّجُ
غنم	غَنَّمَ	يُغَنِّمُ	غُنِّمَ	يُغَنَّمُ
غنى	غَنَّى	يُغَنِّي	غُنِّيَ	يُغَنَّى
غني	غَنِيَ	يَغْنَى	غُنِيَ	يُغْنَى
غوث	غَوَّثَ	يُغَوِّثُ	غُوِّثَ	يُغَوَّثُ
غور	غَوَّرَ	يُغَوِّرُ	غُوِّرَ	يُغَوَّرُ
غيا	غَيَّا	يُغَيِّي	غُيِّيَ	يُغَيَّا
غيد	غَيِدَ	يَغْيَدُ	-	-
غير	غَيَّرَ	يُغَيِّرُ	غُيِّرَ	يُغَيَّرُ
غيم	غَيَّمَ	يُغَيِّمُ	-	-
غيهب	غَيْهَبَ	يُغَيْهِبُ	غُوهِبَ	يُغَيْهَبُ
فاء	فَاءَ	يَفِيءُ	فِيءَ	يُفَاءُ
فات	فَاتَ	يَفُوتُ	فِيتَ	يُفَاتُ
فاتح	فَاتَحَ	يُفَاتِحُ	فُوتِحَ	يُفَاتَحُ
فاجأ	فَاجَأَ	يُفَاجِئُ	فُوجِئَ	يُفَاجَأُ
فاح	فَاحَ	يَفِيحُ	-	-
فاحش	فَاحَشَ	يُفَاحِشُ	فُوحِشَ	يُفَاحَشُ
فاخ	فَاخَ	يَفِيخُ	-	-
فاخذ	فَاخَذَ	يُفَاخِذُ	فُوخِذَ	يُفَاخَذُ
فار	فَارَ	يَفُورُ	فِيرَ	يُفَارُ
فارق	فَارَقَ	يُفَارِقُ	فُورِقَ	يُفَارَقُ
فاز	فَازَ	يَفُوزُ	فِيزَ	يُفَازُ
فاص	فَاصَ	يَفِيصُ	-	-
فاصل	فَاصَلَ	يُفَاصِلُ	فُوصِلَ	يُفَاصَلُ
فاض	فَاضَ	يَفِيضُ	فِيضَ	يُفَاضُ
فاق	فَاقَ	يَفُوقُ	فِيقَ	يُفَاقُ
فاقم	فَاقَمَ	يُفَاقِمُ	فُوقِمَ	يُفَاقَمُ
فاوض	فَاوَضَ	يُفَاوِضُ	فُووِضَ	يُفَاوَضُ
فبرك	فَبْرَكَ	يُفَبْرِكُ	فُبْرِكَ	يُفَبْرَكُ
فت	فَتَّ	يَفُتُّ	فُتَّ	يُفَتُّ
فتأ	فَتَأَ	يَفْتَأُ	فُتِئَ	يُفْتَأُ
فتئ	فَتِئَ	يَفْتَأُ	فُتِئَ	يُفْتَأُ
فتت	فَتَّتَ	يُفَتِّتُ	فُتِّتَ	يُفَتَّتُ
فتح	فَتَّحَ	يُفَتِّحُ	فُتِّحَ	يُفَتَّحُ
فتش	فَتَّشَ	يُفَتِّشُ	فُتِّشَ	يُفَتَّشُ
فتك	فَتَكَ	يَفْتِكُ	فُتِكَ	يُفْتَكُ
فتل	فَتَّلَ	يُفَتِّلُ	فُتِّلَ	يُفَتَّلُ
فتن	فَتَنَ	يَفْتِنُ	فُتِنَ	يُفْتَنُ
فجر	فَجَّرَ	يُفَجِّرُ	فُجِّرَ	يُفَجَّرُ
فجع	فَجَّعَ	يُفَجِّعُ	فُجِّعَ	يُفَجَّعُ
فجل	فَجَّلَ	يُفَجِّلُ	فُجِّلَ	يُفَجَّلُ
فحش	فَحُشَ	يَفْحُشُ	فُحِشَ	يُفْحَشُ
فحص	فَحَصَ	يَفْحَصُ	فُحِصَ	يُفْحَصُ
فحل	فَحَلَ	يَفْحَلُ	فُحِلَ	يُفْحَلُ
فخ	فَخَّ	يَفَخُّ	-	-
فخخ	فَخَّخَ	يُفَخِّخُ	فُخِّخَ	يُفَخَّخُ
فخذ	فَخَّذَ	يُفَخِّذُ	فُخِّذَ	يُفَخَّذُ
فخر	فَخِرَ	يَفْخَرُ	فُخِرَ	يُفْخَرُ
فخم	فَخَّمَ	يُفَخِّمُ	فُخِّمَ	يُفَخَّمُ
فدح	فَدَحَ	يَفْدَحُ	فُدِحَ	يُفْدَحُ
فدم	فَدُمَ	يَفْدُمُ	فُدِّمَ	يُفَدَّمُ
فدى	فَدَى	يَفْدِي	فُدِيَ	يُفْدَى
فذ	فَذَّ	يَفُذُّ	فُذَّ	يُفَذُّ
فذلك	فَذْلَكَ	يُفَذْلِكُ	فُذْلِكَ	يُفَذْلَكُ
فر	فَرَّ	يَفِرُّ	فُرَّ	يُفَرُّ
فرث	فَرِثَ	يَفْرَثُ	فُرِثَ	يُفْرَثُ
فرج	فَرَّجَ	يُفَرِّجُ	فُرِّجَ	يُفَرَّجُ
فرح	فَرَّحَ	يُفَرِّحُ	فُرِّحَ	يُفَرَّحُ
فرخ	فَرَّخَ	يُفَرِّخُ	فُرِّخَ	يُفَرَّخُ
فرد	فَرَّدَ	يُفَرِّدُ	فُرِّدَ	يُفَرَّدُ
فرس	فَرَّسَ	يُفَرِّسُ	فُرِّسَ	يُفَرَّسُ
فرش	فَرَّشَ	يُفَرِّشُ	فُرِّشَ	يُفَرَّشُ
فرص	فَرَّصَ	يُفَرِّصُ	فُرِّصَ	يُفَرَّصُ
فرض	فَرَّضَ	يُفَرِّضُ	فُرِّضَ	يُفَرَّضُ
فرط	فَرَّطَ	يُفَرِّطُ	فُرِّطَ	يُفَرَّطُ
فرع	فَرَّعَ	يُفَرِّعُ	فُرِّعَ	يُفَرَّعُ
فرغ	فَرَّغَ	يُفَرِّغُ	فُرِّغَ	يُفَرَّغُ
فرفر	فَرْفَرَ	يُفَرْفِرُ	فُرْفِرَ	يُفَرْفَرُ
فرق	فَرِقَ	يَفْرَقُ	فُرِقَ	يُفْرَقُ
فرك	فَرَكَ	يَفْرُكُ	فُرِكَ	يُفْرَكُ
فرم	فَرَمَ	يَفْرُمُ	فُرِمَ	يُفْرَمُ
فرمل	فَرْمَلَ	يُفَرْمِلُ	فُرْمِلَ	يُفَرْمَلُ
فرنس	فَرْنَسَ	يُفَرْنِسُ	فُرْنِسَ	يُفَرْنَسُ
فز	فَزَّ	يَفَزُّ	فُزَّ	يُفَزُّ
فزع	فَزَعَ	يَفْزَعُ	فُزِعَ	يُفْزَعُ
فسا	فَسَا	يَفْسُو	فُسِيَ	يُفْسَى
فسح	فَسَّحَ	يُفَسِّحُ	فُسِّحَ	يُفَسَّحُ
فسخ	فَسَّخَ	يُفَسِّخُ	فُسِّخَ	يُفَسَّخُ
فسر	فَسَّرَ	يُفَسِّرُ	فُسِّرَ	يُفَسَّرُ
فسفس	فَسْفَسَ	يُفَسْفِسُ	-	-
فسق	فَسُقَ	يَفْسُقُ	فُسِقَ	يُفْسَقُ
فسل	فَسَّلَ	يُفَسِّلُ	فُسِّلَ	يُفَسَّلُ
فشا	فَشَا	يَفْشُو	-	-
فشغ	فَشَّغَ	يُفَشِّغُ	فُشِّغَ	يُفَشَّغُ
فشل	فَشَّلَ	يُفَشِّلُ	فُشِّلَ	يُفَشَّلُ
فصح	فَصُحَ	يَفْصُحُ	-	-
فصد	فَصَدَ	يَفْصِدُ	فُصِدَ	يُفْصَدُ
فصل	فَصَّلَ	يُفَصِّلُ	فُصِّلَ	يُفَصَّلُ
فصم	فَصَّمَ	يُفَصِّمُ	فُصِّمَ	يُفَصَّمُ
فض	فَضَّ	يَفُضُّ	فُضَّ	يُفَضُّ
فضح	فَضَحَ	يَفْضَحُ	فُضِحَ	يُفْضَحُ
فضفض	فَضْفَضَ	يُفَضْفِضُ	-	-
فضل	فَضَّلَ	يُفَضِّلُ	فُضِّلَ	يُفَضَّلُ
فطر	فَطَرَ	يَفْطُرُ	فُطِرَ	يُفْطَرُ
فطس	فَطِسَ	يَفْطَسُ	فُطِّسَ	يُفَطَّسُ
فطم	فَطَمَ	يَفْطِمُ	فُطِمَ	يُفْطَمُ
فطن	فَطَّنَ	يُفَطِّنُ	فُطِّنَ	يُفَطَّنُ
فظ	فَظَّ	يَفَظُّ	فُظَّ	يُفَظُّ
فظع	فَظِعَ	يَفْظَعُ	فُظِعَ	يُفْظَعُ
فعل	فَعَّلَ	يُفَعِّلُ	فُعِّلَ	يُفَعَّلُ
فغر	فَغَرَ	يَفْغُرُ	فُغِرَ	يُفْغَرُ
فقد	فَقَدَ	يَفْقِدُ	فُقِدَ	يُفْقَدُ
فقر	فَقِرَ	يَفْقَرُ	فُقِرَ	يُفْقَرُ
فقس	فَقَسَ	يَفْقِسُ	فُقِسَ	يُفْقَسُ
فقط	فَقَّطَ	يُفَقِّطُ	فُقِّطَ	يُفَقَّطُ
فقع	فَقَّعَ	يُفَقِّعُ	فُقِّعَ	يُفَقَّعُ
فقم	فَقُمَ	يَفْقُمُ	-	-
فقه	فَقَّهَ	يُفَقِّهُ	فُقِّهَ	يُفَقَّهُ
فك	فَكَّ	يَفُكُّ	فُكَّ	يُفَكُّ
فكر	فَكَّرَ	يُفَكِّرُ	فُكِّرَ	يُفَكَّرُ
فكك	فَكَّكَ	يُفَكِّكُ	فُكِّكَ	يُفَكَّكُ
فل	فَلَّ	يَفَلُّ	فُلَّ	يُفَلُّ
فلا	فَلَا	يَفْلُو	فُلِيَ	يُفْلَى
فلت	فَلَّتَ	يُفَلِّتُ	فُلِّتَ	يُفَلَّتُ
فلتر	فَلْتَرَ	يُفَلْتِرُ	فُلْتِرَ	يُفَلْتَرُ
فلح	فَلَحَ	يَفْلَحُ	فُلِحَ	يُفْلَحُ
فلس	فَلَّسَ	يُفَلِّسُ	فُلِّسَ	يُفَلَّسُ
فلسف	فَلْسَفَ	يُفَلْسِفُ	فُلْسِفَ	يُفَلْسَفُ
فلع	فَلَعَ	يَفْلَعُ	فُلِعَ	يُفْلَعُ
فلفل	فَلْفَلَ	يُفَلْفِلُ	فُلْفِلَ	يُفَلْفَلُ
فلق	فَلَّقَ	يُفَلِّقُ	فُلِّقَ	يُفَلَّقُ
فلل	فَلَّلَ	يُفَلِّلُ	فُلِّلَ	يُفَلَّلُ
فن	فَنَّ	يَفُنُّ	فُنَّ	يُفَنُّ
فنك	فَنَّكَ	يُفَنِّكُ	فُنِّكَ	يُفَنَّكُ
فني	فَنِيَ	يَفْنَى	فُنِيَ	يُفْنَى
فهرس	فَهْرَسَ	يُفَهْرِسُ	فُهْرِسَ	يُفَهْرَسُ
فهم	فَهَّمَ	يُفَهِّمُ	فُهِّمَ	يُفَهَّمُ
فوت	فَوَّتَ	يُفَوِّتُ	فُوِّتَ	يُفَوَّتُ
فوض	فَوَّضَ	يُفَوِّضُ	فُوِّضَ	يُفَوَّضُ
فيأ	فَيَّأَ	يُفَيِّئُ	فُيِّئَ	يُفَيَّأُ
قاء	قَاءَ	يَقِيءُ	قِيءَ	يُقَاءُ
قاب	قَابَ	يَقُوبُ	قِيبَ	يُقَابُ
قابل	قَابَلَ	يُقَابِلُ	قُوبِلَ	يُقَابَلُ
قاتل	قَاتَلَ	يُقَاتِلُ	قُوتِلَ	يُقَاتَلُ
قاد	قَادَ	يَقُودُ	قِيدَ	يُقَادُ
قارب	قَارَبَ	يُقَارِبُ	قُورِبَ	يُقَارَبُ
قارض	قَارَضَ	يُقَارِضُ	قُورِضَ	يُقَارَضُ
قارن	قَارَنَ	يُقَارِنُ	قُورِنَ	يُقَارَنُ
قاس	قَاسَ	يَقِيسُ	قِيسَ	يُقَاسُ
قاص	قَاصَّ	يُقَاصُّ	قُوصَّ	يُقَاصُّ
قاض	قَاضَ	يَقُوضُ	قِيضَ	يُقَاضُ
قاضى	قَاضَى	يُقَاضِي	قُوضِيَ	يُقَاضَى
قاطع	قَاطَعَ	يُقَاطِعُ	قُوطِعَ	يُقَاطَعُ
قاعد	قَاعَدَ	يُقَاعِدُ	قُوعِدَ	يُقَاعَدُ
قاف	قَافَ	يَقُوفُ	قِيفَ	يُقَافُ
قال	قَالَ	يَقُولُ	قِيلَ	يُقَالُ
قام	قَامَ	يَقُومُ	قِيمَ	يُقَامُ
قامر	قَامَرَ	يُقَامِرُ	قُومِرَ	يُقَامَرُ
قان	قَانَ	يَقِينُ	قِينَ	يُقَانُ
قاهر	قَاهَرَ	يُقَاهِرُ	قُوهِرَ	يُقَاهَرُ
قاوح	قَاوَحَ	يُقَاوِحُ	قُووِحَ	يُقَاوَحُ
قاول	قَاوَلَ	يُقَاوِلُ	قُووِلَ	يُقَاوَلُ
قاوم	قَاوَمَ	يُقَاوِمُ	قُووِمَ	يُقَاوَمُ
قايس	قَايَسَ	يُقَايِسُ	قُويِسَ	يُقَايَسُ
قايض	قَايَضَ	يُقَايِضُ	قُويِضَ	يُقَايَضُ
قب	قَبَّ	يَقُبُّ	قُبَّ	يُقَبُّ
قبا	قَبَا	يَقْبُو	قُبِيَ	يُقْبَى
قبح	قَبَّحَ	يُقَبِّحُ	قُبِّحَ	يُقَبَّحُ
قبر	قَبَرَ	يَقْبُرُ	قُبِرَ	يُقْبَرُ
قبس	قَبَسَ	يَقْبِسُ	قُبِسَ	يُقْبَسُ
قبض	قَبَّضَ	يُقَبِّضُ	قُبِّضَ	يُقَبَّضُ
قبع	قَبَعَ	يَقْبَعُ	قُبِعَ	يُقْبَعُ
قبل	قَبَّلَ	يُقَبِّلُ	قُبِّلَ	يُقَبَّلُ
قبى	قَبَّى	يُقَبِّي	قُبِّيَ	يُقَبَّى
قت	قَتَّ	يَقُتُّ	قُتَّ	يُقَتُّ
قتل	قَتَّلَ	يُقَتِّلُ	قُتِّلَ	يُقَتَّلُ
قحط	قَحَّطَ	يُقَحِّطُ	قُحِّطَ	يُقَحَّطُ
قحف	قَحَفَ	يَقْحَفُ	قُحِفَ	يُقْحَفُ
قحل	قَحِلَ	يَقْحَلُ	-	-
قد	قَدَّ	يَقُدُّ	قُدَّ	يُقَدُّ
قدا	قَدَا	يَقْدُو	-	-
قدح	قَدَّحَ	يُقَدِّحُ	قُدِّحَ	يُقَدَّحُ
قدر	قَدَّرَ	يُقَدِّرُ	قُدِّرَ	يُقَدَّرُ
قدس	قَدَّسَ	يُقَدِّسُ	قُدِّسَ	يُقَدَّسُ
قدم	قَدَّمَ	يُقَدِّمُ	قُدِّمَ	يُقَدَّمُ
قدي	قَدِيَ	يَقْدَى	-	-
قذر	قَذَّرَ	يُقَذِّرُ	قُذِّرَ	يُقَذَّرُ
قذف	قَذَفَ	يَقْذِفُ	قُذِفَ	يُقْذَفُ
قذى	قَذَّى	يُقَذِّي	قُذِّيَ	يُقَذَّى
قر	قَرَّ	يَقَرُّ	-	-
قرأ	قَرَأَ	يَقْرَأُ	قُرِئَ	يُقْرَأُ
قرا	قَرَا	يَقْرُو	قُرِيَ	يُقْرَى
قرب	قَرَّبَ	يُقَرِّبُ	قُرِّبَ	يُقَرَّبُ
قرت	قَرِتَ	يَقْرَتُ	قُرِتَ	يُقْرَتُ
قرث	قَرِثَ	يَقْرَثُ	قُرِثَ	يُقْرَثُ
قرح	قَرَّحَ	يُقَرِّحُ	قُرِّحَ	يُقَرَّحُ
قرد	قَرَّدَ	يُقَرِّدُ	قُرِّدَ	يُقَرَّدُ
قرر	قَرَّرَ	يُقَرِّرُ	قُرِّرَ	يُقَرَّرُ
قرش	قَرَشَ	يَقْرُشُ	قُرِشَ	يُقْرَشُ
قرص	قَرَصَ	يَقْرُصُ	قُرِصَ	يُقْرَصُ
قرصن	قَرْصَنَ	يُقَرْصِنُ	قُرْصِنَ	يُقَرْصَنُ
قرض	قَرَّضَ	يُقَرِّضُ	قُرِّضَ	يُقَرَّضُ
قرط	قَرَّطَ	يُقَرِّطُ	قُرِّطَ	يُقَرَّطُ
قرظ	قَرَّظَ	يُقَرِّظُ	قُرِّظَ	يُقَرَّظُ
قرع	قَرَّعَ	يُقَرِّعُ	قُرِّعَ	يُقَرَّعُ
قرف	قَرَّفَ	يُقَرِّفُ	قُرِّفَ	يُقَرَّفُ
قرفص	قَرْفَصَ	يُقَرْفِصُ	قُرْفِصَ	يُقَرْفَصُ
قرقر	قَرْقَرَ	يُقَرْقِرُ	-	-
قرقع	قَرْقَعَ	يُقَرْقِعُ	قُرْقِعَ	يُقَرْقَعُ
قرقف	قَرْقَفَ	يُقَرْقِفُ	قُرْقِفَ	يُقَرْقَفُ
قرم	قَرَمَ	يَقْرِمُ	قُرِمَ	يُقْرَمُ
قرمط	قَرْمَطَ	يُقَرْمِطُ	قُرْمِطَ	يُقَرْمَطُ
قرن	قَرَّنَ	يُقَرِّنُ	قُرِّنَ	يُقَرَّنُ
قرى	قَرَى	يَقْرِي	قُرِيَ	يُقْرَى
قز	قَزَّ	يَقُزُّ	قُزَّ	يُقَزُّ
قزح	قَزَّحَ	يُقَزِّحُ	قُزِّحَ	يُقَزَّحُ
قزز	قَزَّزَ	يُقَزِّزُ	قُزِّزَ	يُقَزَّزُ
قزع	قَزَّعَ	يُقَزِّعُ	قُزِّعَ	يُقَزَّعُ
قس	قَسَّ	يَقُسُّ	قُسَّ	يُقَسُّ
قسا	قَسَا	يَقْسُو	قُسِيَ	يُقْسَى
قسب	قَسُبَ	يَقْسُبُ	-	-
قسر	قَسَرَ	يَقْسِرُ	قُسِرَ	يُقْسَرُ
قسط	قَسَّطَ	يُقَسِّطُ	قُسِّطَ	يُقَسَّطُ
قسطر	قَسْطَرَ	يُقَسْطِرُ	قُسْطِرَ	يُقَسْطَرُ
قسم	قَسَّمَ	يُقَسِّمُ	قُسِّمَ	يُقَسَّمُ
قش	قَشَّ	يَقِشُّ	قُشَّ	يُقَشُّ
قشد	قَشَدَ	يَقْشُدُ	قُشِدَ	يُقْشَدُ
قشر	قَشَّرَ	يُقَشِّرُ	قُشِّرَ	يُقَشَّرُ
قشط	قَشَّطَ	يُقَشِّطُ	قُشِّطَ	يُقَشَّطُ
قشع	قَشَعَ	يَقْشَعُ	قُشِعَ	يُقْشَعُ
قشف	قَشَّفَ	يُقَشِّفُ	قُشِّفَ	يُقَشَّفُ
قص	قَصَّ	يَقُصُّ	قُصَّ	يُقَصُّ
قصب	قَصَّبَ	يُقَصِّبُ	قُصِّبَ	يُقَصَّبُ
قصد	قَصُدَ	يَقْصُدُ	قُصِدَ	يُقْصَدُ
قصر	قَصَّرَ	يُقَصِّرُ	قُصِّرَ	يُقَصَّرُ
قصف	قَصَفَ	يَقْصُفُ	قُصِفَ	يُقْصَفُ
قصل	قَصَّلَ	يُقَصِّلُ	قُصِّلَ	يُقَصَّلُ
قضب	قَضَّبَ	يُقَضِّبُ	قُضِّبَ	يُقَضَّبُ
قضم	قَضَمَ	يَقْضِمُ	قُضِمَ	يُقْضَمُ
قضى	قَضَّى	يُقَضِّي	قُضِّيَ	يُقَضَّى
قط	قَطَّ	يَقُطُّ	قُطَّ	يُقَطُّ
قطب	قَطَّبَ	يُقَطِّبُ	قُطِّبَ	يُقَطَّبُ
قطر	قَطَّرَ	يُقَطِّرُ	قُطِّرَ	يُقَطَّرُ
قطع	قَطَّعَ	يُقَطِّعُ	قُطِّعَ	يُقَطَّعُ
قطف	قَطَّفَ	يُقَطِّفُ	قُطِّفَ	يُقَطَّفُ
قطل	قَطَلَ	يَقْطِلُ	قُطِلَ	يُقْطَلُ
قطم	قَطَمَ	يَقْطِمُ	قُطِمَ	يُقْطَمُ
قطن	قَطَنَ	يَقْطُنُ	قُطِنَ	يُقْطَنُ
قعب	قَعَّبَ	يُقَعِّبُ	قُعِّبَ	يُقَعَّبُ
قعد	قَعَدَ	يَقْعُدُ	قُعِدَ	يُقْعَدُ
قعر	قَعَّرَ	يُقَعِّرُ	قُعِّرَ	يُقَعَّرُ
قعقع	قَعْقَعَ	يُقَعْقِعُ	قُعْقِعَ	يُقَعْقَعُ
قف	قَفَّ	يَقُفُّ	-	-
قفا	قَفَا	يَقْفُو	قُفِيَ	يُقْفَى
قفر	قَفُرَ	يَقْفُرُ	قُفِرَ	يُقْفَرُ
قفز	قَفَزَ	يَقْفِزُ	قُفِزَ	يُقْفَزُ
قفط	قَفَطَ	يَقْفُطُ	قُفِطَ	يُقْفَطُ
قفع	قَفَّعَ	يُقَفِّعُ	قُفِّعَ	يُقَفَّعُ
قفقف	قَفْقَفَ	يُقَفْقِفُ	قُفْقِفَ	يُقَفْقَفُ
قفل	قَفَّلَ	يُقَفِّلُ	قُفِّلَ	يُقَفَّلُ
قل	قَلَّ	يَقِلُّ	قُلَّ	يُقَلُّ
قلا	قَلَا	يَقْلُو	قُلِيَ	يُقْلَى
قلب	قَلَّبَ	يُقَلِّبُ	قُلِّبَ	يُقَلَّبُ
قلد	قَلَّدَ	يُقَلِّدُ	قُلِّدَ	يُقَلَّدُ
قلس	قَلَسَ	يَقْلِسُ	قُلِسَ	يُقْلَسُ
قلص	قَلَّصَ	يُقَلِّصُ	قُلِّصَ	يُقَلَّصُ
قلع	قَلَّعَ	يُقَلِّعُ	قُلِّعَ	يُقَلَّعُ
قلق	قَلِقَ	يَقْلَقُ	قُلِقَ	يُقْلَقُ
قلقل	قَلْقَلَ	يُقَلْقِلُ	قُلْقِلَ	يُقَلْقَلُ
قلل	قَلَّلَ	يُقَلِّلُ	قُلِّلَ	يُقَلَّلُ
قلم	قَلَّمَ	يُقَلِّمُ	قُلِّمَ	يُقَلَّمُ
قلى	قَلَى	يَقْلِي	قُلِيَ	يُقْلَى
قلي	قَلِيَ	يَقْلَى	قُلِيَ	يُقْلَى
قم	قَمَّ	يَقُمُّ	قُمَّ	يُقَمُّ
قمر	قَمَّرَ	يُقَمِّرُ	قُمِّرَ	يُقَمَّرُ
قمط	قَمَّطَ	يُقَمِّطُ	قُمِّطَ	يُقَمَّطُ
قمطر	قَمْطَرَ	يُقَمْطِرُ	قُمْطِرَ	يُقَمْطَرُ
قمع	قَمَعَ	يَقْمَعُ	قُمِعَ	يُقْمَعُ
قمقم	قَمْقَمَ	يُقَمْقِمُ	قُمْقِمَ	يُقَمْقَمُ
قنأ	قَنَأَ	يَقْنَأُ	-	-
قنب	قَنَّبَ	يُقَنِّبُ	قُنِّبَ	يُقَنَّبُ
