# lemma(1sg.ipfv.pres)	V;1;SG;IPFV;PRS	V;2;SG;IPFV;PRS	V;3;SG;IPFV;PRS	V;1;PL;IPFV;PRS	V;2;PL;IPFV;PRS	V;3;PL;IPFV;PRS	V;1;SG;IPFV;PST	V;2;SG;IPFV;PST	V;3;SG;IPFV;PST	V;1;PL;IPFV;PST	V;2;PL;IPFV;PST	V;3;PL;IPFV;PST	V;1;SG;PFV;PST	V;2;SG;PFV;PST	V;3;SG;PFV;PST	V;1;PL;PFV;PST	V;2;PL;PFV;PST	V;3;PL;PFV;PST	V;2;SG;IMP	V;2;PL;IMP	V;PTCP  ("-" = productive default)
κουμπώνομαι	κουμπώνομαι	κουμπώνεσαι	κουμπώνεται	κουμπωνόμαστε	κουμπωνόσαστε1	κουμπώνονται	κουμπωνόμουν	κουμπωνόσουν	κουμπωνόταν	κουμπωνόμασταν	κουμπωνόσασταν	κουμπωνόντανε	κουμπώθηκα	κουμπώθηκες	κουμπώθηκε	κουμπωθήκαμε	κουμπωθήκατε	κουμπωθήκανε	κουμπώσου	κουμπωθείτε	-
κουμπώνω	-	-	-	-	-	-	κούμπωνα	κούμπωνες	κούμπωνε	κουμπώναμε	κουμπώνατε	κουμπώναν	κούμπωσα	κούμπωσες	κούμπωσε	κουμπώσαμε	κουμπώσατε	κουμπώσαν	κούμπωνε	κουμπώνετε	-
κουνώ	κουνάω	κουνάς	κουνά	κουνάμε	κουνάτε	κουνάν	κουνούσα	κουνούσες	κουνούσε	κουνάγαμε	κουνάγατε	κουνούσαν	κούνησα	κούνησες	κούνησε	κουνήσαμε	κουνήσατε	κουνήσαν	κούνα	κουνάτε	κουνώντας
κουράζομαι	κουράζομαι	κουράζεσαι	κουράζεται	κουραζόμαστε	κουράζεστε	κουράζονται	κουραζόμουν	κουραζόσουν	κουραζόταν	κουραζόμασταν	κουραζόσασταν	κουράζονταν	κουράστηκα	κουράστηκες	κουράστηκε	κουραστήκαμε	κουραστήκατε	κουράστηκαν	κουράσου	κουραστείτε	-
κουράζω	-	-	-	-	-	-	κούραζα	κούραζες	κούραζε	κουράζαμε	κουράζατε	κουράζαν	κούρασα	κούρασες	κούρασε	κουράσαμε	κουράσατε	κουράσαν	κούραζε	κουράζετε	-
κουρελιάζομαι	κουρελιάζομαι	κουρελιάζεσαι	κουρελιάζεται	κουρελιαζόμαστε	κουρελιάζεστε	κουρελιάζονται	κουρελιαζόμουν	κουρελιαζόσουν	κουρελιαζόταν	κουρελιαζόμασταν	κουρελιαζόσασταν	κουρελιάζονταν	κουρελιάστηκα	κουρελιάστηκες	κουρελιάστηκε	κουρελιαστήκαμε	κουρελιαστήκατε	κουρελιάστηκαν	κουρελιάσου	κουρελιαστείτε	-
κουρελιάζω	-	-	-	-	-	-	κουρέλιαζα	κουρέλιαζες	κουρέλιαζε	κουρελιάζαμε	κουρελιάζατε	κουρέλιαζαν	κουρέλιασα	κουρέλιασες	κουρέλιασε	κουρελιάσαμε	κουρελιάσατε	κουρέλιασαν	κουρέλιαζε	κουρελιάζετε	-
κουρεύω	-	-	-	-	-	-	κούρευα	κούρευες	κούρευε	κουρεύαμε	κουρεύατε	κουρεύαν	κούρεψα	κούρεψες	κούρεψε	κουρέψαμε	κουρέψατε	κουρέψαν	κούρευε	κουρέψτε	-
κουτσαίνω	-	-	-	-	-	-	κούτσαινα	κούτσαινες	κούτσαινε	κουτσαίναμε	κουτσαίνατε	κουτσαίναν	κούτσανα	κούτσανες	κούτσανε	κουτσάναμε	κουτσάνατε	κουτσάναν	κούτσαινε	κουτσάνετε	-
κουτσομπολεύω	-	-	-	-	-	-	κουτσομπόλευα	κουτσομπόλευες	κουτσομπόλευε	κουτσομπολεύαμε	κουτσομπολεύατε	κουτσομπολεύαν	κουτσομπόλεψα	κουτσομπόλεψες	κουτσομπόλεψε	κουτσομπολέψαμε	κουτσομπολέψατε	κουτσομπολέψαν	κουτσομπόλευε	κουτσομπολέψτε	-
κουτσουλάω	-	κουτσουλάς	κουτσουλά	κουτσουλάμε	κουτσουλάτε	κουτσουλάν	κουτσουλούσα	κουτσουλούσες	κουτσουλούσε	κουτσουλάγαμε	κουτσουλάγατε	κουτσουλούσαν	κουτσούλησα	κουτσούλησες	κουτσούλησε	κουτσουλήσαμε	κουτσουλήσατε	κουτσουλήσαν	κουτσούλα	κουτσουλάτε	κουτσουλώντας
κουτσουλίζω	-	-	-	-	-	-	κουτσούλιζα	κουτσούλιζες	κουτσούλιζε	κουτσουλίζαμε	κουτσουλίζατε	κουτσουλίζαν	κουτσούλισα	κουτσούλισες	κουτσούλισε	κουτσουλίσαμε	κουτσουλίσατε	κουτσουλίσαν	κουτσούλιζε	κουτσουλίζετε	-
κουφαίνω	-	-	-	-	-	-	κούφαινα	κούφαινες	κούφαινε	κουφαίναμε	κουφαίνατε	κουφαίναν	κούφανα	κούφανες	κούφανε	κουφάναμε	κουφάνατε	κουφάναν	κούφαινε	κουφάνετε	-
κράζω	-	-	-	-	-	-	έκραζα	έκραζες	έκραζε	κράζαμε	κράζατε	έκραζαν	έκραξα	έκραξες	έκραξε	κράξαμε	κράξατε	έκραξαν	κράζε	κράζετε	-
κρίνω	-	-	-	-	-	-	έκρινα	έκρινες	έκρινε	κρίναμε	κρίνατε	έκριναν	έκρινα	έκρινες	έκρινε	κρίναμε	κρίνατε	έκριναν	κρίνε	κρίνετε	-
κρασάρω	-	-	-	-	-	-	κρασάρα	κρασάρες	κρασάρε	κρασάραμε	κρασάρατε	κρασάραν	κρασάρα	κρασάρες	κρασάρε	κρασάραμε	κρασάρατε	κρασάραν	κράσαρε	κρασάρετε	-
κρατάω	-	κρατάς	-	κρατάμε	κρατάτε	κρατάν	κράταγα	κράταγες	κράταγε	κρατάγαμε	κρατάγατε	κράταγαν	κράτησα	κράτησες	κράτησε	κρατήσαμε	κρατήσατε	κράτησαν	κράτα	κρατήστε	κρατώντας
κρατικοποιούμαι	κρατικοποιούμαι	κρατικοποιείσαι	κρατικοποιείται	κρατικοποιούμαστε	κρατικοποιείστε	κρατικοποιούνται	κρατικοποιιόμουν	κρατικοποιιόσουν	κρατικοποιιόταν	κρατικοποιιόμασταν	κρατικοποιιόσασταν	κρατικοποιιούνταν	κρατικοποιήθηκα	κρατικοποιήθηκες	κρατικοποιήθηκε	κρατικοποιηθήκαμε	κρατικοποιηθήκατε	κρατικοποιήθηκαν	κρατικοποιήσου	κρατικοποιείστε	—
κρατικοποιώ	κρατικοποιώ	κρατικοποιείς	κρατικοποιεί	κρατικοποιούμε	κρατικοποιείτε	κρατικοποιούν	κρατικοποιούσα	κρατικοποιούσες	κρατικοποιούσε	κρατικοποιούσαμε	κρατικοποιούσατε	κρατικοποιούσαν	κρατικοποίησα	κρατικοποίησες	κρατικοποίησε	κρατικοποιήσαμε	κρατικοποιήσατε	κρατικοποίησαν	κρατικοποίησε	κρατικοποιήστε	κρατικοποιώντας
κρατώ	κρατάω	κρατάς	κρατά	κρατάμε	κρατάτε	κρατάν	κράταγα	κράταγες	κράταγε	κρατάγαμε	κρατάγατε	κράταγαν	κράτησα	κράτησες	κράτησε	κρατήσαμε	κρατήσατε	κράτησαν	κράτα	κρατάτε	κρατώντας
κραυγάζω	-	-	-	-	-	-	κραύγαζα	κραύγαζες	κραύγαζε	κραυγάζαμε	κραυγάζατε	κραυγάζαν	κραύγασα	κραύγασες	κραύγασε	κραυγάσαμε	κραυγάσατε	κραυγάσαν	κραύγαζε	κραυγάζετε	-
κρεμάω	-	κρεμάς	κρεμά	κρεμάμε	κρεμάτε	κρεμάν	κρέμαγα	κρέμαγες	κρέμαγε	κρεμάγαμε	κρεμάγατε	κρέμαγαν	κρέμασα	κρέμασες	κρέμασε	κρεμάσαμε	κρεμάσατε	κρέμασαν	κρέμα	κρεμάστε	κρεμώντας
κρεμώ	κρεμάω	κρεμάς	κρεμά	κρεμάμε	κρεμάτε	κρεμάν	κρέμαγα	κρέμαγες	κρέμαγε	κρεμάγαμε	κρεμάγατε	κρέμαγαν	κρέμασα	κρέμασες	κρέμασε	κρεμάσαμε	κρεμάσατε	κρέμασαν	κρέμα	κρεμάστε	κρεμώντας
κροτώ	κροτώ	κροτείς	κροτεί	κροτούμε	κροτείτε	κροτούν	κροτούσα	κροτούσες	κροτούσε	κροτούσαμε	κροτούσατε	κροτούσαν	κρότησα	κρότησες	κρότησε	κροτήσαμε	κροτήσατε	κροτήσαν	κρότησε	κροτήστε	κροτώντας
κρούω	-	-	-	-	-	-	έκρουα	έκρουες	έκρουε	κρούαμε	κρούατε	έκρουαν	έκρουσα	έκρουσες	έκρουσε	κρούσαμε	κρούσατε	έκρουσαν	κρούε	κρούετε	-
κρυώνω	-	-	-	-	-	-	κρύωνα	κρύωνες	κρύωνε	κρυώναμε	κρυώνατε	κρυώναν	κρύωσα	κρύωσες	κρύωσε	κρυώσαμε	κρυώσατε	κρυώσαν	κρύωνε	κρυώνετε	-
κρύβω	-	-	-	-	-	-	έκρυβα	έκρυβες	έκρυβε	κρύβαμε	κρύβατε	έκρυβαν	έκρυψα	έκρυψες	έκρυψε	κρύψαμε	κρύψατε	έκρυψαν	κρύβε	κρύβετε	-
κρώζω	-	-	-	-	-	-	έκρωζα	έκρωζες	έκρωζε	κρώζαμε	κρώζατε	έκρωζαν	έκρωξα	έκρωξες	έκρωξε	κρώξαμε	κρώξατε	έκρωξαν	κρώζε	κρώζετε	-
κτίζομαι	κτίζομαι	κτίζεσαι	κτίζεται	κτιζόμαστε	κτίζεστε	κτίζονται	κτιζόμουν	κτιζόσουν	κτιζόταν	κτιζόμασταν	κτιζόσασταν	κτίζονταν	κτίστηκα	κτίστηκες	κτίστηκε	κτιστήκαμε	κτιστήκατε	κτίστηκαν	κτίσου	κτιστείτε	-
κτίζω	-	-	-	-	-	-	έκτιζα	έκτιζες	έκτιζε	κτίζαμε	κτίζατε	έκτιζαν	έκτισα	έκτισες	έκτισε	κτίσαμε	κτίσατε	έκτισαν	κτίζε	κτίζετε	-
κυβερνώ	κυβερνάω	κυβερνάς	κυβερνά	κυβερνάμε	κυβερνάτε	κυβερνάν	κυβερνούσα	κυβερνούσες	κυβερνούσε	κυβερνούσαμε	κυβερνούσατε	κυβερνούσαν	κυβέρνησα	κυβέρνησες	κυβέρνησε	κυβερνήσαμε	κυβερνήσατε	κυβέρνησαν	κυβέρνα	κυβερνάτε	κυβερνώντας
κυκλοφορούμαι	κυκλοφορούμαι	κυκλοφορείσαι	κυκλοφορείται	κυκλοφορούμαστε	κυκλοφορείστε	κυκλοφορούνται	κυκλοφοριόμουν	κυκλοφοριόσουν	κυκλοφοριόταν	κυκλοφοριόμασταν	κυκλοφοριόσασταν	κυκλοφοριούνταν	κυκλοφορήθηκα	κυκλοφορήθηκες	κυκλοφορήθηκε	κυκλοφορηθήκαμε	κυκλοφορηθήκατε	κυκλοφορήθηκαν	κυκλοφορήσου	κυκλοφορείστε	—
κυκλοφορώ	κυκλοφορώ	κυκλοφορείς	κυκλοφορεί	κυκλοφορούμε	κυκλοφορείτε	κυκλοφορούν	κυκλοφορούσα	κυκλοφορούσες	κυκλοφορούσε	κυκλοφορούσαμε	κυκλοφορούσατε	κυκλοφορούσαν	κυκλοφόρησα	κυκλοφόρησες	κυκλοφόρησε	κυκλοφορήσαμε	κυκλοφορήσατε	κυκλοφορήσαν	κυκλοφόρησε	κυκλοφορήστε	κυκλοφορώντας
κυκλώνω	-	-	-	-	-	-	κύκλωνα	κύκλωνες	κύκλωνε	κυκλώναμε	κυκλώνατε	κυκλώναν	κύκλωσα	κύκλωσες	κύκλωσε	κυκλώσαμε	κυκλώσατε	κυκλώσαν	κύκλωνε	κυκλώνετε	-
κυματίζω	-	-	-	-	-	-	κυμάτιζα	κυμάτιζες	κυμάτιζε	κυματίζαμε	κυματίζατε	κυμάτιζαν	κυμάτισα	κυμάτισες	κυμάτισε	κυματίσαμε	κυματίσατε	κυμάτισαν	κυμάτιζε	κυματίζετε	-
κυνηγάω	-	κυνηγάς	κυνηγά	κυνηγάμε	κυνηγάτε	κυνηγάν	κυνήγαγα	κυνήγαγες	κυνήγαγε	κυνηγάγαμε	κυνηγάγατε	κυνήγαγαν	κυνήγησα	κυνήγησες	κυνήγησε	κυνηγήσαμε	κυνηγήσατε	κυνήγησαν	κυνήγα	κυνηγάτε	κυνηγώντας
κυοφορούμαι	κυοφορούμαι	κυοφορείσαι	κυοφορείται	κυοφορούμαστε	κυοφορείστε	κυοφορούνται	κυοφοριόμουν	κυοφοριόσουν	κυοφοριόταν	κυοφοριόμασταν	κυοφοριόσασταν	κυοφοριούνταν	κυοφορήθηκα	κυοφορήθηκες	κυοφορήθηκε	κυοφορηθήκαμε	κυοφορηθήκατε	κυοφορήθηκαν	κυοφορήσου	κυοφορείστε	—
κυοφορώ	κυοφορώ	κυοφορείς	κυοφορεί	κυοφορούμε	κυοφορείτε	κυοφορούν	κυοφορούσα	κυοφορούσες	κυοφορούσε	κυοφορούσαμε	κυοφορούσατε	κυοφορούσαν	κυοφόρησα	κυοφόρησες	κυοφόρησε	κυοφορήσαμε	κυοφορήσατε	κυοφορήσαν	κυοφόρησε	κυοφορήστε	κυοφορώντας
κυριαρχώ	κυριαρχώ	κυριαρχείς	κυριαρχεί	κυριαρχούμε	κυριαρχείτε	κυριαρχούν	κυριαρχούσα	κυριαρχούσες	κυριαρχούσε	κυριαρχούσαμε	κυριαρχούσατε	κυριαρχούσαν	κυριάρχησα	κυριάρχησες	κυριάρχησε	κυριαρχήσαμε	κυριαρχήσατε	κυριάρχησαν	κυριάρχησε	κυριαρχήστε	κυριαρχώντας
κυριεύω	-	-	-	-	-	-	κυρίευα	κυρίευες	κυρίευε	κυριεύαμε	κυριεύατε	κυρίευαν	κυρίευσα	κυρίευσες	κυρίευσε	κυριέψαμε	κυριέψατε	κυρίευσαν	κυρίευε	κυριέψτε	-
