# lemma(infinitive)	V;NFIN	V;GER	V;PTCP;MASC;SG	V;PTCP;FEM;SG	V;PTCP;MASC;PL	V;PTCP;FEM;PL	V;IND;PRS;1;SG	V;IND;PRS;1;PL	V;IND;PRS;2;SG	V;IND;PRS;2;PL	V;IND;PRS;3;SG	V;IND;PRS;3;PL	V;IND;IPFV;1;SG	V;IND;IPFV;1;PL	V;IND;IPFV;2;SG	V;IND;IPFV;2;PL	V;IND;IPFV;3;SG	V;IND;IPFV;3;PL	V;IND;PRET;1;SG	V;IND;PRET;1;PL	V;IND;PRET;2;SG	V;IND;PRET;2;PL	V;IND;PRET;3;SG	V;IND;PRET;3;PL	V;IND;PLUP;1;SG	V;IND;PLUP;1;PL	V;IND;PLUP;2;SG	V;IND;PLUP;2;PL	V;IND;PLUP;3;SG	V;IND;PLUP;3;PL	V;IND;FUT;1;SG	V;IND;FUT;1;PL	V;IND;FUT;2;SG	V;IND;FUT;2;PL	V;IND;FUT;3;SG	V;IND;FUT;3;PL	V;COND;1;SG	V;COND;1;PL	V;COND;2;SG	V;COND;2;PL	V;COND;3;SG	V;COND;3;PL	V;SBJV;PRS;1;SG	V;SBJV;PRS;1;PL	V;SBJV;PRS;2;SG	V;SBJV;PRS;2;PL	V;SBJV;PRS;3;SG	V;SBJV;PRS;3;PL	V;SBJV;PST;1;SG	V;SBJV;PST;1;PL	V;SBJV;PST;2;SG	V;SBJV;PST;2;PL	V;SBJV;PST;3;SG	V;SBJV;PST;3;PL	V;SBJV;FUT;1;SG	V;SBJV;FUT;1;PL	V;SBJV;FUT;2;SG	V;SBJV;FUT;2;PL	V;SBJV;FUT;3;SG	V;SBJV;FUT;3;PL	V;INF;1;SG	V;INF;1;PL	V;INF;2;SG	V;INF;2;PL	V;INF;3;SG	V;INF;3;PL	V;IMP;2;SG	V;IMP;2;PL  ("-" = productive default)
reproducir	-	-	-	-	-	-	reproduzo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	reproduza	reproduzamos	reproduzas	reproduzades	reproduza	reproduzan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
reproduzir	-	-	-	-	-	-	-	-	-	-	reproduz	reproduzem	reproduzia	reproduzíamos	reproduzias	reproduzíades	reproduzia	reproduziam	reproduzi	-	reproduziche	-	-	reproduziram	-	reproduzíramos	-	reproduzírades	-	reproduziram	-	-	-	-	-	reproduzirám	reproduziria	reproduziríamos	reproduzirias	reproduziríades	reproduziria	reproduziriam	-	-	-	-	-	reproduzam	reproduzisse	reproduzíssemos	reproduzisses	reproduzíssedes	reproduzisse	reproduzissem	-	-	-	-	-	reproduzirem	-	-	-	-	-	reproduzirem	-	-
requecer	-	-	-	-	-	-	requezo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	requeza	requezamos	requezas	requezades	requeza	requezan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
requerer	-	-	-	-	-	-	requeiro	-	-	-	requer	requerem	requeria	requeríamos	requerias	requeríades	requeria	requeriam	requeri	-	requereche	-	-	requereram	-	requerêramos	-	requerêrades	-	requereram	-	-	-	-	-	requererám	requereria	requereríamos	requererias	requereríades	requereria	requereriam	requeira	requeiramos	requeiras	requeirades	requeira	requeiram	requeresse	requerêssemos	requeresses	requerêssedes	requeresse	requeressem	-	-	-	-	-	requererem	-	-	-	-	-	requererem	requer	-
restringir	-	-	-	-	-	-	restrinjo	-	-	-	-	restringem	restringia	restringíamos	restringias	restringíades	restringia	restringiam	restringi	-	restringiche	-	-	restringiram	-	restringíramos	-	restringírades	-	restringiram	-	-	-	-	-	restringirám	restringiria	restringiríamos	restringirias	restringiríades	restringiria	restringiriam	restrinja	restrinjamos	restrinjas	restrinjades	restrinja	restrinjam	restringisse	restringíssemos	restringisses	restringíssedes	restringisse	restringissem	-	-	-	-	-	restringirem	-	-	-	-	-	restringirem	-	-
reter	-	-	-	-	-	-	retenho	-	reténs	-	retém	retenhem	retinha	retiñamos	retinhas	retiñades	retinha	retinham	retive	retivemos	retiveche	retivestes	reteve	retiveram	retivera	retiveramos	retiveras	retiverades	retivera	retiveram	-	-	-	-	-	-	-	-	-	-	-	-	retenha	retenhamos	retenhas	retenhades	retenha	retenham	retivese	retivésemos	retiveses	retivésedes	retivese	retivesen	retiver	retivermos	retiveres	retiverdes	retiver	retiverem	-	-	-	-	-	-	retém	-
retraducir	-	-	-	-	-	-	retraduzo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	retraduza	retraduzamos	retraduzas	retraduzades	retraduza	retraduzan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
retrair	-	-	retraído	retraída	retraídos	retraídas	retraio	retraímos	retrais	retraídes	retrai	retraem	-	retraíamos	-	retraíades	-	retraíam	retraim	retraímos	retraíche	retraístes	-	retraíram	retraíra	retraíramos	retraíras	retraírades	retraíra	retraíram	-	-	-	-	-	retrairám	retrairia	retrairíamos	retrairias	retrairíades	retrairia	retrairiam	retraia	retraiamos	retraias	retraiades	retraia	retraiam	retraísse	retraíssemos	retraísses	retraíssedes	retraísse	retraíssem	-	-	retraíres	-	-	retraírem	-	-	retraíres	-	-	retraírem	retrai	retraí
retrincar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	retrinquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	retrinque	retrinquemos	retrinques	retrinquedes	retrinque	retrinquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
retrucar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	retruquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	retruque	retruquemos	retruques	retruquedes	retruque	retruquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
revestir	-	-	-	-	-	-	revisto	-	-	-	-	revestem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	revista	revistamos	revistas	revistades	revista	revistam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
revitalizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	revitalicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
rexurdir	-	-	-	-	-	-	-	-	rexordes	-	rexorde	rexorden	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
rezar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	recen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ripiar	-	-	-	-	-	-	-	-	-	-	-	ripiam	ripiava	ripiávamos	ripiavas	ripiávades	ripiava	ripiavam	-	-	ripiache	-	-	ripiaram	-	ripiáramos	-	ripiárades	-	ripiaram	-	-	-	-	-	ripiarám	ripiaria	ripiaríamos	ripiarias	ripiaríades	ripiaria	ripiariam	-	-	-	-	-	ripiem	ripiasse	ripiássemos	ripiasses	ripiássedes	ripiasse	ripiassem	-	-	-	-	-	ripiarem	-	-	-	-	-	ripiarem	-	-
rir	-	-	-	-	-	-	rio	-	ris	-	ri	riem	-	-	-	-	-	-	ri	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ria	riamos	rias	riades	ria	riam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ri	-
riscar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	risquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	risque	risquemos	risques	risquedes	risque	risquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
robotizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	roboticen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
rodrigar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rodriguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rodrigue	rodriguemos	rodrigues	rodriguedes	rodrigue	rodriguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
roer	-	-	roído	roída	roídos	roídas	-	-	-	-	-	-	-	roíamos	-	roíades	-	-	-	-	roeche	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	roam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
rogar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	roguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rogue	roguemos	rogues	roguedes	rogue	roguen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
roncar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ronquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ronque	ronquemos	ronques	ronquedes	ronque	ronquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
roussar	-	-	-	-	-	-	-	-	-	-	-	roussam	roussava	roussávamos	roussavas	roussávades	roussava	roussavam	-	-	roussache	-	-	roussaram	-	roussáramos	-	roussárades	-	roussaram	-	-	-	-	-	roussarám	roussaria	roussaríamos	roussarias	roussaríades	roussaria	roussariam	-	-	-	-	-	roussem	roussasse	roussássemos	roussasses	roussássedes	roussasse	roussassem	-	-	-	-	-	roussarem	-	-	-	-	-	roussarem	-	-
rozar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rocei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	roce	rocemos	roces	rocedes	roce	rocen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ruar	-	-	-	-	-	-	-	-	-	-	-	ruam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ruem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ruxir	-	-	-	-	-	-	-	-	roxes	-	roxe	roxen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
saber	-	-	-	-	-	-	sei	-	-	-	-	-	-	-	-	-	-	-	soube	soubemos	soubeche	soubestes	soube	souberam	soubera	souberamos	souberas	souberades	soubera	souberam	-	-	-	-	-	-	-	-	-	-	-	-	saiba	saibamos	saibas	saibades	saiba	saibam	soubese	soubésemos	soubeses	soubésedes	soubese	soubesen	souber	soubermos	souberes	souberdes	souber	souberem	-	-	-	-	-	-	-	-
sacar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	saquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	saque	saquemos	saques	saquedes	saque	saquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
sacudir	-	-	-	-	-	-	-	-	sacodes	-	sacode	sacodem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
sair	-	-	saído	saída	saídos	saídas	saio	saímos	sais	saídes	sai	saem	-	saíamos	-	saíades	-	saíam	saim	saímos	saíche	saístes	-	saíram	saíra	saíramos	saíras	saírades	saíra	saíram	-	-	-	-	-	sairám	sairia	sairíamos	sairias	sairíades	sairia	sairiam	saia	saiamos	saias	saiades	saia	saiam	saísse	saíssemos	saísses	saíssedes	saísse	saíssem	-	-	saíres	-	-	saírem	-	-	saíres	-	-	saírem	sai	saí
salgar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	salguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	salgue	salguemos	salgues	salguedes	salgue	salguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
saloucar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	salouquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	salouque	salouquemos	salouques	salouquedes	salouque	salouquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
saponificar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	saponifiquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	saponifique	saponifiquemos	saponifiques	saponifiquedes	saponifique	saponifiquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
satisfacer	-	-	satisfeito	satisfeita	satisfeitos	satisfeitas	satisfago	-	satisfás	-	satisfai	satisfán	-	-	-	-	-	-	satisfixen	satisfixemos	satisfixeches	satisfixestes	satisfixo	satisfixeron	satisfixera	satisfixeramos	satisfixeras	satisfixerades	satisfixera	satisfixeran	satisfarei	satisfaremos	satisfarás	satisfaredes	satisfará	satisfarán	satisfaría	satisfariamos	satisfarías	satisfariades	satisfaría	satisfarían	satisfaga	satisfagamos	satisfagas	satisfagades	satisfaga	satisfagan	satisfixese	satisfixésemos	satisfixeses	satisfixésedes	satisfixese	satisfixesen	satisfixer	satisfixermos	satisfixeres	satisfixerdes	satisfixer	satisfixeren	-	-	-	-	-	-	satisfai	-
saudar	-	-	-	-	-	-	saúdo	-	saúdas	-	saúda	saúdam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	saúde	-	saúdes	-	saúde	saúdem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	saúda	-
secar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sequei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	seque	sequemos	seques	sequedes	seque	sequem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
seducir	-	-	-	-	-	-	seduzo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	seduza	seduzamos	seduzas	seduzades	seduza	seduzan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
segar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	seguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	segue	seguemos	segues	seguedes	segue	seguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
seguir	-	-	-	-	-	-	sigo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	siga	sigamos	sigas	sigades	siga	sigam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
sentir	-	-	-	-	-	-	sinto	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sinta	sintamos	sintas	sintades	sinta	sintam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ser	-	-	-	-	-	-	son	somos	es	sodes	é	som	era	eramos	eras	erades	era	eram	fui	fomos	foche	fostes	foi	foram	fora	foramos	foras	forades	fora	foram	-	-	-	-	-	-	-	-	-	-	-	-	seja	sejamos	sejas	sejades	seja	sejam	fose	fósemos	foses	fósedes	fose	fosen	for	formos	fores	fordes	for	forem	-	-	-	-	-	-	sé	-
servir	-	-	-	-	-	-	sirvo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sirva	sirvamos	sirvas	sirvades	sirva	sirvam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
sexualizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sexualicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
significar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	signifiquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	signifique	signifiquemos	signifiques	signifiquedes	signifique	signifiquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
simbolizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	simbolicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
simplificar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	simplifiquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	simplifique	simplifiquemos	simplifiques	simplifiquedes	simplifique	simplifiquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
sinalizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sinalicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
sintetizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sinteticen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
sobrazar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sobracei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sobrace	sobracemos	sobraces	sobracedes	sobrace	sobracen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
sobrevir	-	-	sobrevindo	sobrevinda	sobrevindos	sobrevindas	sobrevenho	-	sobrevéns	-	sobrevém	sobrevenhem	sobrevinha	sobreviñamos	sobrevinhas	sobreviñades	sobrevinha	sobrevinham	-	sobreviemos	sobrevieste	sobreviestes	sobreveio	sobrevieram	sobreviera	sobrevinhéramos	sobrevieras	sobrevinhérades	sobreviera	sobrevieram	-	-	-	-	-	-	-	-	-	-	-	-	sobrevenha	sobrevenhamos	sobrevenhas	sobrevenhades	sobrevenha	sobrevenham	sobreviesse	sobrevinhéssemos	sobreviesses	sobrevinhéssedes	sobreviesse	sobreviessem	sobrevier	sobreviermos	sobrevieres	sobrevierdes	sobrevier	sobrevierem	-	-	-	-	-	-	sobrevém	-
socalcar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	socalquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	socalque	socalquemos	socalques	socalquedes	socalque	socalquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
sociabilizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sociabilicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
socializar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	socialicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
soer	-	-	soído	soída	soídos	soídas	-	-	-	-	-	-	-	soíamos	-	soíades	-	-	-	-	soeche	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	soam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
sorrir	-	-	-	-	-	-	sorrio	-	sorris	-	sorri	sorriem	-	-	-	-	-	-	sorri	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sorria	sorriamos	sorrias	sorriades	sorria	sorriam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sorri	-
sosegar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	soseguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sosegue	soseguemos	sosegues	soseguedes	sosegue	soseguen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
soster	-	-	-	-	-	-	-	-	-	-	-	sostem	sostia	sostiñamos	sostias	sostiñades	sostia	sostiam	sosti	-	sosteche	-	-	sosteram	-	sostiveramos	-	sostiverades	-	sosteram	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sostam	sostesse	sostivésemos	sostesses	sostivésedes	sostesse	sostessem	-	-	-	-	-	sosterem	-	-	-	-	-	-	-	-
sosubir	-	-	-	-	-	-	-	-	sosobes	-	sosobe	sosoben	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
suar	-	-	-	-	-	-	-	-	-	-	-	suam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	suem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
suavizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	suavicei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	suavice	suavicemos	suavices	suavicedes	suavice	suavicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
subir	-	-	-	-	-	-	-	-	sobes	-	sobe	sobem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
subseguir	-	-	-	-	-	-	subsigo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	subsiga	subsigamos	subsigas	subsigades	subsiga	subsigam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
sucar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	suquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	suque	suquemos	suques	suquedes	suque	suquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
sufrir	-	-	-	-	-	-	-	-	sofres	-	sofre	sofren	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
sugar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	suguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sugue	suguemos	sugues	suguedes	sugue	suguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
sumir	-	-	-	-	-	-	-	-	somes	-	some	somem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
superpoñer	-	-	superposto	superposta	superpostos	superpostas	-	-	superpós	-	superpón	-	-	-	-	-	-	-	superpuxen	superpuxemos	superpuxeches	superpuxestes	superpuxo	superpuxeron	superpuxera	superpuxeramos	superpuxeras	superpuxerades	superpuxera	superpuxeran	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	superpuxese	superpuxésemos	superpuxeses	superpuxésedes	superpuxese	superpuxesen	superpuxer	superpuxermos	superpuxeres	superpuxerdes	superpuxer	superpuxeren	-	-	-	-	-	-	superpón	-
supoñer	-	-	suposto	suposta	supostos	supostas	-	-	supós	-	supón	-	-	-	-	-	-	-	supuxen	supuxemos	supuxeches	supuxestes	supuxo	supuxeron	supuxera	supuxeramos	supuxeras	supuxerades	supuxera	supuxeran	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	supuxese	supuxésemos	supuxeses	supuxésedes	supuxese	supuxesen	supuxer	supuxermos	supuxeres	supuxerdes	supuxer	supuxeren	-	-	-	-	-	-	supón	-
suxerir	-	-	-	-	-	-	suxiro	-	suxires	-	suxire	suxiren	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	suxira	suxiramos	suxiras	suxirades	suxira	suxiran	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	suxire	-
tanguer	-	-	-	-	-	-	tango	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tanga	tangamos	tangas	tangades	tanga	tangam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
tascar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tasquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tasque	tasquemos	tasques	tasquedes	tasque	tasquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
tatuar	-	-	-	-	-	-	-	-	-	-	-	tatuam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tatuem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
tecer	-	-	-	-	-	-	tezo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	teza	tezamos	tezas	tezades	teza	tezan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
tematizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tematicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
