# lemma(infinitive)	V;PRS;1;SG	V;PRS;2;SG	V;PRS;3;SG	V;PRS;1;PL	V;PRS;2;PL	V;PRS;3;PL	V;FUT;1;SG	V;FUT;2;SG	V;FUT;3;SG	V;FUT;1;PL	V;FUT;2;PL	V;FUT;3;PL	V;PST;3;SG;MASC	V;PST;3;SG;FEM	V;PST;3;SG;NEUT	V;PST;3;PL;MASC;HUM	V;PST;3;PL	V;IMP;2;SG	V;IMP;1;PL	V;IMP;2;PL	V;NFIN  ("-" = productive default)
przeharatać	-	-	-	-	-	-	przeharaczę	przeharaczesz	przeharacze	przeharaczemy	przeharaczecie	przeharaczą	-	-	-	-	-	przeharacz	przeharaczmy	przeharaczcie	-
przeharować	-	-	-	-	-	-	przeharuję	przeharujesz	przeharuje	przeharujemy	przeharujecie	przeharują	-	-	-	-	-	przeharuj	przeharujmy	przeharujcie	-
przehartować	-	-	-	-	-	-	przehartuję	przehartujesz	przehartuje	przehartujemy	przehartujecie	przehartują	-	-	-	-	-	przehartuj	przehartujmy	przehartujcie	-
przehartowywać	przehartowuję	przehartowujesz	przehartowuje	przehartowujemy	przehartowujecie	przehartowują	-	-	-	-	-	-	-	-	-	-	-	przehartowuj	przehartowujmy	przehartowujcie	-
przehasać	-	-	-	-	-	-	przehasam	przehasasz	przehasa	przehasamy	przehasacie	przehasają	-	-	-	-	-	przehasaj	przehasajmy	przehasajcie	-
przeholować	-	-	-	-	-	-	przeholuję	przeholujesz	przeholuje	przeholujemy	przeholujecie	przeholują	-	-	-	-	-	przeholuj	przeholujmy	przeholujcie	-
przeholowywać	przeholowuję	przeholowujesz	przeholowuje	przeholowujemy	przeholowujecie	przeholowują	-	-	-	-	-	-	-	-	-	-	-	przeholowuj	przeholowujmy	przeholowujcie	-
przehuczeć	-	-	-	-	-	-	przehuczę	przehuczysz	przehuczy	przehuczymy	przehuczycie	przehuczą	-	przehuczała	przehuczało	-	przehuczały	przehucz	przehuczmy	przehuczcie	-
przehulać	-	-	-	-	-	-	przehulam	przehulasz	przehula	przehulamy	przehulacie	przehulają	-	-	-	-	-	przehulaj	przehulajmy	przehulajcie	-
przehultaić	-	-	-	-	-	-	przehultaję	przehultaisz	przehultai	przehultaimy	przehultaicie	przehultają	-	-	-	-	-	przehultaj	przehultajmy	przehultajcie	-
przehultajać	przehultajam	przehultajasz	przehultaja	przehultajamy	przehultajacie	przehultajają	-	-	-	-	-	-	-	-	-	-	-	przehultajaj	przehultajajmy	przehultajajcie	-
przeidealizować	-	-	-	-	-	-	przeidealizuję	przeidealizujesz	przeidealizuje	przeidealizujemy	przeidealizujecie	przeidealizują	-	-	-	-	-	przeidealizuj	przeidealizujmy	przeidealizujcie	-
przeidealizowywać	przeidealizowuję	przeidealizowujesz	przeidealizowuje	przeidealizowujemy	przeidealizowujecie	przeidealizowują	-	-	-	-	-	-	-	-	-	-	-	przeidealizowuj	przeidealizowujmy	przeidealizowujcie	-
przeigrać	-	-	-	-	-	-	przeigram	przeigrasz	przeigra	przeigramy	przeigracie	przeigrają	-	-	-	-	-	przeigraj	przeigrajmy	przeigrajcie	-
przeinaczać	przeinaczam	przeinaczasz	przeinacza	przeinaczamy	przeinaczacie	przeinaczają	-	-	-	-	-	-	-	-	-	-	-	przeinaczaj	przeinaczajmy	przeinaczajcie	-
przeinaczyć	-	-	-	-	-	-	przeinaczę	przeinaczysz	przeinaczy	przeinaczymy	przeinaczycie	przeinaczą	-	-	-	-	-	przeinacz	przeinaczmy	przeinaczcie	-
przeinformować	-	-	-	-	-	-	przeinformuję	przeinformujesz	przeinformuje	przeinformujemy	przeinformujecie	przeinformują	-	-	-	-	-	przeinformuj	przeinformujmy	przeinformujcie	-
przeinformowywać	przeinformowuję	przeinformowujesz	przeinformowuje	przeinformowujemy	przeinformowujecie	przeinformowują	-	-	-	-	-	-	-	-	-	-	-	przeinformowuj	przeinformowujmy	przeinformowujcie	-
przeinscenizować	-	-	-	-	-	-	przeinscenizuję	przeinscenizujesz	przeinscenizuje	przeinscenizujemy	przeinscenizujecie	przeinscenizują	-	-	-	-	-	przeinscenizuj	przeinscenizujmy	przeinscenizujcie	-
przeinscenizowywać	przeinscenizowuję	przeinscenizowujesz	przeinscenizowuje	przeinscenizowujemy	przeinscenizowujecie	przeinscenizowują	-	-	-	-	-	-	-	-	-	-	-	przeinscenizowuj	przeinscenizowujmy	przeinscenizowujcie	-
przeinstalować	-	-	-	-	-	-	przeinstaluję	przeinstalujesz	przeinstaluje	przeinstalujemy	przeinstalujecie	przeinstalują	-	-	-	-	-	przeinstaluj	przeinstalujmy	przeinstalujcie	-
przeinstalowywać	przeinstalowuję	przeinstalowujesz	przeinstalowuje	przeinstalowujemy	przeinstalowujecie	przeinstalowują	-	-	-	-	-	-	-	-	-	-	-	przeinstalowuj	przeinstalowujmy	przeinstalowujcie	-
przeinstrumentować	-	-	-	-	-	-	przeinstrumentuję	przeinstrumentujesz	przeinstrumentuje	przeinstrumentujemy	przeinstrumentujecie	przeinstrumentują	-	-	-	-	-	przeinstrumentuj	przeinstrumentujmy	przeinstrumentujcie	-
przeinstruować	-	-	-	-	-	-	przeinstruuję	przeinstruujesz	przeinstruuje	przeinstruujemy	przeinstruujecie	przeinstruują	-	-	-	-	-	przeinstruuj	przeinstruujmy	przeinstruujcie	-
przeintelektualizować	-	-	-	-	-	-	przeintelektualizuję	przeintelektualizujesz	przeintelektualizuje	przeintelektualizujemy	przeintelektualizujecie	przeintelektualizują	-	-	-	-	-	przeintelektualizuj	przeintelektualizujmy	przeintelektualizujcie	-
przeinterpretować	-	-	-	-	-	-	przeinterpretuję	przeinterpretujesz	przeinterpretuje	przeinterpretujemy	przeinterpretujecie	przeinterpretują	-	-	-	-	-	przeinterpretuj	przeinterpretujmy	przeinterpretujcie	-
przeinterpretowywać	przeinterpretowuję	przeinterpretowujesz	przeinterpretowuje	przeinterpretowujemy	przeinterpretowujecie	przeinterpretowują	-	-	-	-	-	-	-	-	-	-	-	przeinterpretowuj	przeinterpretowujmy	przeinterpretowujcie	-
przeinwestować	-	-	-	-	-	-	przeinwestuję	przeinwestujesz	przeinwestuje	przeinwestujemy	przeinwestujecie	przeinwestują	-	-	-	-	-	przeinwestuj	przeinwestujmy	przeinwestujcie	-
przeinwestowywać	przeinwestowuję	przeinwestowujesz	przeinwestowuje	przeinwestowujemy	przeinwestowujecie	przeinwestowują	-	-	-	-	-	-	-	-	-	-	-	przeinwestowuj	przeinwestowujmy	przeinwestowujcie	-
przeistaczać	przeistaczam	przeistaczasz	przeistacza	przeistaczamy	przeistaczacie	przeistaczają	-	-	-	-	-	-	-	-	-	-	-	przeistaczaj	przeistaczajmy	przeistaczajcie	-
przeistoczyć	-	-	-	-	-	-	przeistoczę	przeistoczysz	przeistoczy	przeistoczymy	przeistoczycie	przeistoczą	-	-	-	-	-	przeistocz	przeistoczmy	przeistoczcie	-
przejadać	przejadam	przejadasz	przejada	przejadamy	przejadacie	przejadają	-	-	-	-	-	-	-	-	-	-	-	przejadaj	przejadajmy	przejadajcie	-
przejaskrawiać	przejaskrawiam	przejaskrawiasz	przejaskrawia	przejaskrawiamy	przejaskrawiacie	przejaskrawiają	-	-	-	-	-	-	-	-	-	-	-	przejaskrawiaj	przejaskrawiajmy	przejaskrawiajcie	-
przejaskrawić	-	-	-	-	-	-	przejaskrawię	przejaskrawisz	przejaskrawi	przejaskrawimy	przejaskrawicie	przejaskrawią	-	-	-	-	-	przejaskraw	przejaskrawmy	przejaskrawcie	-
przejawiać	przejawiam	przejawiasz	przejawia	przejawiamy	przejawiacie	przejawiają	-	-	-	-	-	-	-	-	-	-	-	przejawiaj	przejawiajmy	przejawiajcie	-
przejawić	-	-	-	-	-	-	przejawię	przejawisz	przejawi	przejawimy	przejawicie	przejawią	-	-	-	-	-	przejaw	przejawmy	przejawcie	-
przejaśniać	przejaśniam	przejaśniasz	przejaśnia	przejaśniamy	przejaśniacie	przejaśniają	-	-	-	-	-	-	-	-	-	-	-	przejaśniaj	przejaśniajmy	przejaśniajcie	-
przejaśnieć	-	-	-	-	-	-	przejaśnieję	przejaśniejesz	przejaśnieje	przejaśniejemy	przejaśniejecie	przejaśnieją	-	przejaśniała	przejaśniało	-	przejaśniały	przejaśniej	przejaśniejmy	przejaśniejcie	-
przejaśnić	-	-	-	-	-	-	przejaśnię	przejaśnisz	przejaśni	przejaśnimy	przejaśnicie	przejaśnią	-	-	-	-	-	przejaśnij	przejaśnijmy	przejaśnijcie	-
przejebać	-	-	-	-	-	-	przejebię	przejebiesz	przejebie	przejebiemy	przejebiecie	przejebią	-	-	-	-	-	przejeb	przejebmy	przejebcie	-
przejebywać	przejebuję	przejebujesz	przejebuje	przejebujemy	przejebujecie	przejebują	-	-	-	-	-	-	-	-	-	-	-	przejebuj	przejebujmy	przejebujcie	-
przejechać	-	-	-	-	-	-	przejadę	przejedziesz	przejedzie	przejedziemy	przejedziecie	przejadą	-	-	-	-	-	przejedź	przejedźmy	przejedźcie	-
przejednać	-	-	-	-	-	-	przejednam	przejednasz	przejedna	przejednamy	przejednacie	przejednają	-	-	-	-	-	przejednaj	przejednajmy	przejednajcie	-
przejednywać	przejednuję	przejednujesz	przejednuje	przejednujemy	przejednujecie	przejednują	-	-	-	-	-	-	-	-	-	-	-	przejednuj	przejednujmy	przejednujcie	-
przejeść	-	-	-	-	-	-	przejem	przejesz	przeje	przejemy	przejecie	przejedzą	-	przejadła	przejadło	przejedli	przejadły	przejedz	przejedzmy	przejedzcie	-
przejeździć	-	-	-	-	-	-	przejeżdżę	przejeździsz	przejeździ	przejeździmy	przejeździcie	przejeżdżą	-	-	-	-	-	przejeździj	przejeździjmy	przejeździjcie	-
przejeżdżać	przejeżdżam	przejeżdżasz	przejeżdża	przejeżdżamy	przejeżdżacie	przejeżdżają	-	-	-	-	-	-	-	-	-	-	-	przejeżdżaj	przejeżdżajmy	przejeżdżajcie	-
przejmować	przejmuję	przejmujesz	przejmuje	przejmujemy	przejmujecie	przejmują	-	-	-	-	-	-	-	-	-	-	-	przejmuj	przejmujmy	przejmujcie	-
przejrzewać	przejrzewam	przejrzewasz	przejrzewa	przejrzewamy	przejrzewacie	przejrzewają	-	-	-	-	-	-	-	-	-	-	-	przejrzewaj	przejrzewajmy	przejrzewajcie	-
przejrzeć:Vp~eję	-	-	-	-	-	-	przejrzeję	przejrzejesz	przejrzeje	przejrzejemy	przejrzejecie	przejrzeją	-	przejrzała	przejrzało	przejrzeli	przejrzały	przejrzej	przejrzejmy	przejrzejcie	przejrzeć
przejrzeć:Vp~zę	-	-	-	-	-	-	przejrzę	przejrzysz	przejrzy	przejrzymy	przejrzycie	przejrzą	-	przejrzała	przejrzało	przejrzeli	przejrzały	przejrzyj	przejrzyjmy	przejrzyjcie	przejrzeć
przejrzyścieć	przejrzyścieję	przejrzyściejesz	przejrzyścieje	przejrzyściejemy	przejrzyściejecie	przejrzyścieją	-	-	-	-	-	-	-	przejrzyściała	przejrzyściało	-	przejrzyściały	przejrzyściej	przejrzyściejmy	przejrzyściejcie	-
przejustować	-	-	-	-	-	-	przejustuję	przejustujesz	przejustuje	przejustujemy	przejustujecie	przejustują	-	-	-	-	-	przejustuj	przejustujmy	przejustujcie	-
przejąkać	-	-	-	-	-	-	przejąkam	przejąkasz	przejąka	przejąkamy	przejąkacie	przejąkają	-	-	-	-	-	przejąkaj	przejąkajmy	przejąkajcie	-
przejąkiwać	przejąkuję	przejąkujesz	przejąkuje	przejąkujemy	przejąkujecie	przejąkują	-	-	-	-	-	-	-	-	-	-	-	przejąkuj	przejąkujmy	przejąkujcie	-
przejąć	-	-	-	-	-	-	przejmę	przejmiesz	przejmie	przejmiemy	przejmiecie	przejmą	-	przejęła	przejęło	przejęli	przejęły	przejmij	przejmijmy	przejmijcie	-
przejęczeć	-	-	-	-	-	-	przejęczę	przejęczysz	przejęczy	przejęczymy	przejęczycie	przejęczą	-	przejęczała	przejęczało	-	przejęczały	przejęcz	przejęczmy	przejęczcie	-
przejękiwać	przejękuję	przejękujesz	przejękuje	przejękujemy	przejękujecie	przejękują	-	-	-	-	-	-	-	-	-	-	-	przejękuj	przejękujmy	przejękujcie	-
przejęknąć	-	-	-	-	-	-	przejęknę	przejękniesz	przejęknie	przejękniemy	przejękniecie	przejękną	-	przejęknęła	przejęknęło	przejęknęli	przejęknęły	przejęknij	przejęknijmy	przejęknijcie	-
przejęzyczać	przejęzyczam	przejęzyczasz	przejęzycza	przejęzyczamy	przejęzyczacie	przejęzyczają	-	-	-	-	-	-	-	-	-	-	-	przejęzyczaj	przejęzyczajmy	przejęzyczajcie	-
przejęzyczyć	-	-	-	-	-	-	przejęzyczę	przejęzyczysz	przejęzyczy	przejęzyczymy	przejęzyczycie	przejęzyczą	-	-	-	-	-	przejęzycz	przejęzyczmy	przejęzyczcie	-
przejść	-	-	-	-	-	-	przejdę	przejdziesz	przejdzie	przejdziemy	przejdziecie	przejdą	-	przeszła	przeszło	przeszli	przeszły	przejdź	przejdźmy	przejdźcie	-
przekabacać	przekabacam	przekabacasz	przekabaca	przekabacamy	przekabacacie	przekabacają	-	-	-	-	-	-	-	-	-	-	-	przekabacaj	przekabacajmy	przekabacajcie	-
przekabacić	-	-	-	-	-	-	przekabacę	przekabacisz	przekabaci	przekabacimy	przekabacicie	przekabacą	-	-	-	-	-	przekabać	przekabaćmy	przekabaćcie	-
przekablować	-	-	-	-	-	-	przekabluję	przekablujesz	przekabluje	przekablujemy	przekablujecie	przekablują	-	-	-	-	-	przekabluj	przekablujmy	przekablujcie	-
przekablowywać	przekablowuję	przekablowujesz	przekablowuje	przekablowujemy	przekablowujecie	przekablowują	-	-	-	-	-	-	-	-	-	-	-	przekablowuj	przekablowujmy	przekablowujcie	-
przekalkować	-	-	-	-	-	-	przekalkuję	przekalkujesz	przekalkuje	przekalkujemy	przekalkujecie	przekalkują	-	-	-	-	-	przekalkuj	przekalkujmy	przekalkujcie	-
przekalkowywać	przekalkowuję	przekalkowujesz	przekalkowuje	przekalkowujemy	przekalkowujecie	przekalkowują	-	-	-	-	-	-	-	-	-	-	-	przekalkowuj	przekalkowujmy	przekalkowujcie	-
przekalkulować	-	-	-	-	-	-	przekalkuluję	przekalkulujesz	przekalkuluje	przekalkulujemy	przekalkulujecie	przekalkulują	-	-	-	-	-	przekalkuluj	przekalkulujmy	przekalkulujcie	-
przekalkulowywać	przekalkulowuję	przekalkulowujesz	przekalkulowuje	przekalkulowujemy	przekalkulowujecie	przekalkulowują	-	-	-	-	-	-	-	-	-	-	-	przekalkulowuj	przekalkulowujmy	przekalkulowujcie	-
przekamienić	-	-	-	-	-	-	przekamienię	przekamienisz	przekamieni	przekamienimy	przekamienicie	przekamienią	-	-	-	-	-	przekamień	przekamieńmy	przekamieńcie	-
przekarczować	-	-	-	-	-	-	przekarczuję	przekarczujesz	przekarczuje	przekarczujemy	przekarczujecie	przekarczują	-	-	-	-	-	przekarczuj	przekarczujmy	przekarczujcie	-
przekarmiać	przekarmiam	przekarmiasz	przekarmia	przekarmiamy	przekarmiacie	przekarmiają	-	-	-	-	-	-	-	-	-	-	-	przekarmiaj	przekarmiajmy	przekarmiajcie	-
przekarmić	-	-	-	-	-	-	przekarmię	przekarmisz	przekarmi	przekarmimy	przekarmicie	przekarmią	-	-	-	-	-	przekarm	przekarmmy	przekarmcie	-
przekartkować	-	-	-	-	-	-	przekartkuję	przekartkujesz	przekartkuje	przekartkujemy	przekartkujecie	przekartkują	-	-	-	-	-	przekartkuj	przekartkujmy	przekartkujcie	-
przekartkowywać	przekartkowuję	przekartkowujesz	przekartkowuje	przekartkowujemy	przekartkowujecie	przekartkowują	-	-	-	-	-	-	-	-	-	-	-	przekartkowuj	przekartkowujmy	przekartkowujcie	-
przekartować	-	-	-	-	-	-	przekartuję	przekartujesz	przekartuje	przekartujemy	przekartujecie	przekartują	-	-	-	-	-	przekartuj	przekartujmy	przekartujcie	-
przekartowywać	przekartowuję	przekartowujesz	przekartowuje	przekartowujemy	przekartowujecie	przekartowują	-	-	-	-	-	-	-	-	-	-	-	przekartowuj	przekartowujmy	przekartowujcie	-
przekawęczyć	-	-	-	-	-	-	przekawęczę	przekawęczysz	przekawęczy	przekawęczymy	przekawęczycie	przekawęczą	-	-	-	-	-	przekawęcz	przekawęczmy	przekawęczcie	-
przekazać	-	-	-	-	-	-	przekażę	przekażesz	przekaże	przekażemy	przekażecie	przekażą	-	-	-	-	-	przekaż	przekażmy	przekażcie	-
przekazywać	przekazuję	przekazujesz	przekazuje	przekazujemy	przekazujecie	przekazują	-	-	-	-	-	-	-	-	-	-	-	przekazuj	przekazujmy	przekazujcie	-
przekiblować	-	-	-	-	-	-	przekibluję	przekiblujesz	przekibluje	przekiblujemy	przekiblujecie	przekiblują	-	-	-	-	-	przekibluj	przekiblujmy	przekiblujcie	-
przekiblowywać	przekiblowuję	przekiblowujesz	przekiblowuje	przekiblowujemy	przekiblowujecie	przekiblowują	-	-	-	-	-	-	-	-	-	-	-	przekiblowuj	przekiblowujmy	przekiblowujcie	-
przekichać	-	-	-	-	-	-	przekicham	przekichasz	przekicha	przekichamy	przekichacie	przekichają	-	-	-	-	-	przekichaj	przekichajmy	przekichajcie	-
przekierować	-	-	-	-	-	-	przekieruję	przekierujesz	przekieruje	przekierujemy	przekierujecie	przekierują	-	-	-	-	-	przekieruj	przekierujmy	przekierujcie	-
przekierowywać	przekierowuję	przekierowujesz	przekierowuje	przekierowujemy	przekierowujecie	przekierowują	-	-	-	-	-	-	-	-	-	-	-	przekierowuj	przekierowujmy	przekierowujcie	-
przekimać	-	-	-	-	-	-	przekimam	przekimasz	przekima	przekimamy	przekimacie	przekimają	-	-	-	-	-	przekimaj	przekimajmy	przekimajcie	-
przekinąć	-	-	-	-	-	-	przekinę	przekiniesz	przekinie	przekiniemy	przekiniecie	przekiną	-	przekinęła	przekinęło	przekinęli	przekinęły	przekiń	przekińmy	przekińcie	-
przekisnąć	-	-	-	-	-	-	przekisnę	przekiśniesz	przekiśnie	przekiśniemy	przekiśniecie	przekisną	-	przekisnęła	przekisnęło	przekisnęli	przekisnęły	przekiśnij	przekiśnijmy	przekiśnijcie	-
przekiwać	-	-	-	-	-	-	przekiwam	przekiwasz	przekiwa	przekiwamy	przekiwacie	przekiwają	-	-	-	-	-	przekiwaj	przekiwajmy	przekiwajcie	-
przeklasyfikować	-	-	-	-	-	-	przeklasyfikuję	przeklasyfikujesz	przeklasyfikuje	przeklasyfikujemy	przeklasyfikujecie	przeklasyfikują	-	-	-	-	-	przeklasyfikuj	przeklasyfikujmy	przeklasyfikujcie	-
przeklepać	-	-	-	-	-	-	przeklepię	przeklepiesz	przeklepie	przeklepiemy	przeklepiecie	przeklepią	-	-	-	-	-	przeklep	przeklepmy	przeklepcie	-
przeklepywać	przeklepuję	przeklepujesz	przeklepuje	przeklepujemy	przeklepujecie	przeklepują	-	-	-	-	-	-	-	-	-	-	-	przeklepuj	przeklepujmy	przeklepujcie	-
przeklinać	przeklinam	przeklinasz	przeklina	przeklinamy	przeklinacie	przeklinają	-	-	-	-	-	-	-	-	-	-	-	przeklinaj	przeklinajmy	przeklinajcie	-
przeklnąć	-	-	-	-	-	-	przeklnę	przeklniesz	przeklnie	przeklniemy	przeklniecie	przeklną	-	przeklnęła	przeklnęło	przeklnęli	przeklnęły	przeklnij	przeklnijmy	przeklnijcie	-
przekląć	-	-	-	-	-	-	przeklnę	przeklniesz	przeklnie	przeklniemy	przeklniecie	przeklną	-	przeklęła	przeklęło	przeklęli	przeklęły	przeklnij	przeklnijmy	przeklnijcie	-
przeklęczeć	-	-	-	-	-	-	przeklęczę	przeklęczysz	przeklęczy	przeklęczymy	przeklęczycie	przeklęczą	-	przeklęczała	przeklęczało	-	przeklęczały	przeklęcz	przeklęczmy	przeklęczcie	-
przekochać	-	-	-	-	-	-	przekocham	przekochasz	przekocha	przekochamy	przekochacie	przekochają	-	-	-	-	-	przekochaj	przekochajmy	przekochajcie	-
przekoczować	-	-	-	-	-	-	przekoczuję	przekoczujesz	przekoczuje	przekoczujemy	przekoczujecie	przekoczują	-	-	-	-	-	przekoczuj	przekoczujmy	przekoczujcie	-
przekodować	-	-	-	-	-	-	przekoduję	przekodujesz	przekoduje	przekodujemy	przekodujecie	przekodują	-	-	-	-	-	przekoduj	przekodujmy	przekodujcie	-
przekodowywać	przekodowuję	przekodowujesz	przekodowuje	przekodowujemy	przekodowujecie	przekodowują	-	-	-	-	-	-	-	-	-	-	-	przekodowuj	przekodowujmy	przekodowujcie	-
przekoloryzować	-	-	-	-	-	-	przekoloryzuję	przekoloryzujesz	przekoloryzuje	przekoloryzujemy	przekoloryzujecie	przekoloryzują	-	-	-	-	-	przekoloryzuj	przekoloryzujmy	przekoloryzujcie	-
przekoloryzowywać	przekoloryzowuję	przekoloryzowujesz	przekoloryzowuje	przekoloryzowujemy	przekoloryzowujecie	przekoloryzowują	-	-	-	-	-	-	-	-	-	-	-	przekoloryzowuj	przekoloryzowujmy	przekoloryzowujcie	-
przekomarzać	przekomarzam	przekomarzasz	przekomarza	przekomarzamy	przekomarzacie	przekomarzają	-	-	-	-	-	-	-	-	-	-	-	przekomarzaj	przekomarzajmy	przekomarzajcie	-
przekombinować	-	-	-	-	-	-	przekombinuję	przekombinujesz	przekombinuje	przekombinujemy	przekombinujecie	przekombinują	-	-	-	-	-	przekombinuj	przekombinujmy	przekombinujcie	-
przekomponować	-	-	-	-	-	-	przekomponuję	przekomponujesz	przekomponuje	przekomponujemy	przekomponujecie	przekomponują	-	-	-	-	-	przekomponuj	przekomponujmy	przekomponujcie	-
przekomponowywać	przekomponowuję	przekomponowujesz	przekomponowuje	przekomponowujemy	przekomponowujecie	przekomponowują	-	-	-	-	-	-	-	-	-	-	-	przekomponowuj	przekomponowujmy	przekomponowujcie	-
przekompostować	-	-	-	-	-	-	przekompostuję	przekompostujesz	przekompostuje	przekompostujemy	przekompostujecie	przekompostują	-	-	-	-	-	przekompostuj	przekompostujmy	przekompostujcie	-
przekonać	-	-	-	-	-	-	przekonam	przekonasz	przekona	przekonamy	przekonacie	przekonają	-	-	-	-	-	przekonaj	przekonajmy	przekonajcie	-
przekonstruować	-	-	-	-	-	-	przekonstruuję	przekonstruujesz	przekonstruuje	przekonstruujemy	przekonstruujecie	przekonstruują	-	-	-	-	-	przekonstruuj	przekonstruujmy	przekonstruujcie	-
przekonstruowywać	przekonstruowuję	przekonstruowujesz	przekonstruowuje	przekonstruowujemy	przekonstruowujecie	przekonstruowują	-	-	-	-	-	-	-	-	-	-	-	przekonstruowuj	przekonstruowujmy	przekonstruowujcie	-
przekonsultować	-	-	-	-	-	-	przekonsultuję	przekonsultujesz	przekonsultuje	przekonsultujemy	przekonsultujecie	przekonsultują	-	-	-	-	-	przekonsultuj	przekonsultujmy	przekonsultujcie	-
przekonsultowywać	przekonsultowuję	przekonsultowujesz	przekonsultowuje	przekonsultowujemy	przekonsultowujecie	przekonsultowują	-	-	-	-	-	-	-	-	-	-	-	przekonsultowuj	przekonsultowujmy	przekonsultowujcie	-
przekontrastować	-	-	-	-	-	-	przekontrastuję	przekontrastujesz	przekontrastuje	przekontrastujemy	przekontrastujecie	przekontrastują	-	-	-	-	-	przekontrastuj	przekontrastujmy	przekontrastujcie	-
przekontrolować	-	-	-	-	-	-	przekontroluję	przekontrolujesz	przekontroluje	przekontrolujemy	przekontrolujecie	przekontrolują	-	-	-	-	-	przekontroluj	przekontrolujmy	przekontrolujcie	-
przekontrolowywać	przekontrolowuję	przekontrolowujesz	przekontrolowuje	przekontrolowujemy	przekontrolowujecie	przekontrolowują	-	-	-	-	-	-	-	-	-	-	-	przekontrolowuj	przekontrolowujmy	przekontrolowujcie	-
przekonwertować	-	-	-	-	-	-	przekonwertuję	przekonwertujesz	przekonwertuje	przekonwertujemy	przekonwertujecie	przekonwertują	-	-	-	-	-	przekonwertuj	przekonwertujmy	przekonwertujcie	-
przekonywać	przekonuję	przekonujesz	przekonuje	przekonujemy	przekonujecie	przekonują	-	-	-	-	-	-	-	-	-	-	-	przekonuj	przekonujmy	przekonujcie	-
przekopać	-	-	-	-	-	-	przekopię	przekopiesz	przekopie	przekopiemy	przekopiecie	przekopią	-	-	-	-	-	przekop	przekopmy	przekopcie	-
przekopcić	-	-	-	-	-	-	przekopcę	przekopcisz	przekopci	przekopcimy	przekopcicie	przekopcą	-	-	-	-	-	przekopć	przekopćmy	przekopćcie	-
przekopiować	-	-	-	-	-	-	przekopiuję	przekopiujesz	przekopiuje	przekopiujemy	przekopiujecie	przekopiują	-	-	-	-	-	przekopiuj	przekopiujmy	przekopiujcie	-
przekopiowywać	przekopiowuję	przekopiowujesz	przekopiowuje	przekopiowujemy	przekopiowujecie	przekopiowują	-	-	-	-	-	-	-	-	-	-	-	przekopiowuj	przekopiowujmy	przekopiowujcie	-
przekopywać	przekopuję	przekopujesz	przekopuje	przekopujemy	przekopujecie	przekopują	-	-	-	-	-	-	-	-	-	-	-	przekopuj	przekopujmy	przekopujcie	-
przekować	-	-	-	-	-	-	przekuję	przekujesz	przekuje	przekujemy	przekujecie	przekują	-	-	-	-	-	przekuj	przekujmy	przekujcie	-
przekoziołkować	-	-	-	-	-	-	przekoziołkuję	przekoziołkujesz	przekoziołkuje	przekoziołkujemy	przekoziołkujecie	przekoziołkują	-	-	-	-	-	przekoziołkuj	przekoziołkujmy	przekoziołkujcie	-
przekoziołkowywać	przekoziołkowuję	przekoziołkowujesz	przekoziołkowuje	przekoziołkowujemy	przekoziołkowujecie	przekoziołkowują	-	-	-	-	-	-	-	-	-	-	-	przekoziołkowuj	przekoziołkowujmy	przekoziołkowujcie	-
przekołatać	-	-	-	-	-	-	przekołaczę	przekołacesz	przekołace	przekołacemy	przekołacecie	przekołaczą	-	-	-	-	-	przekołacz	przekołaczmy	przekołaczcie	-
przekołować	-	-	-	-	-	-	przekołuję	przekołujesz	przekołuje	przekołujemy	przekołujecie	przekołują	-	-	-	-	-	przekołuj	przekołujmy	przekołujcie	-
przekołowywać	przekołowuję	przekołowujesz	przekołowuje	przekołowujemy	przekołowujecie	przekołowują	-	-	-	-	-	-	-	-	-	-	-	przekołowuj	przekołowujmy	przekołowujcie	-
przekołysać	-	-	-	-	-	-	przekołyszę	przekołyszesz	przekołysze	przekołyszemy	przekołyszecie	przekołyszą	-	-	-	-	-	przekołysz	przekołyszmy	przekołyszcie	-
